,answer,id,score,correct,questions,target_answers
796,Que la libertad esta condicionada a tu capacidad de entendimiento.,5,3.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
797,Aprender es importante para el ser humano,5,3.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
798,Llenarse de conocimiento permite ser independiente de las creencias de otros.,5,3.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
799,Una persona es libre cuando se rige por la razón,5,2.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
800,Aquel que está dispuesto a aprender entenderá lo que sucede impidiendo volver a errores del pasado,5,3.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
801,Se debe pensar antes de realizar algo.,5,1.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
802,Aquel que entiende tiene la libertad de usar ese conocimiento,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
803,"Si entendemos porque fallamos, seremos libres de nuestros errores.",5,3.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
804,"Somos prisioneros de nuestra propia ignorancia del mundo y sus fenómenos, por eso el conocimiento es sinónimo de libertad. ",5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
805,La libertad está dada por el conocmiento.,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
806,Entender el conocimiento aprendido te hace libre,5,4.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
807,Que el ser humano cuando se instruye es libre,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
808,"El conocimiento nos hace libres, autónomos.",5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
809,la ignorancia es el poder de los ricos,5,1.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
810,la ignorancia esclaviza,5,1.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
811,Aprender nos hace entender mas sobre la vida,5,3.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
812,Entender te da libertad.,5,4.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
813,El entendimiento nos otorga sabiduría,5,3.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
814,Aprender te hace libre,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
815,"El entendimiento nos libera, nos abre los ojos",5,4.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
816,Entender es lo mas importante,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
817,El conocimiento es poder.,5,2.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
818,Cuando tomas conciencia de las cosas aprendes a ser mejor.,5,2.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
819,Que no solo es importante entender las cosas si no saber afondo sobre ellas,5,3.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
820,El entendimiento nos libera de la dependencia emocional e intelectual.,5,3.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
821,Nacimos para aprender,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
822,Que el conocimiento es la única herramienta para entender que somos seres libres.,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
823,aprender nos hara libres,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
824,El conocimiento libera,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
825,La verdad os hará libres,5,3.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
826,Que solamente cuando se entiende eres libre,5,4.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
827,"El conocimiento es poder, es libertad.",5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
828,Es mas importante aprender a entender las cosas que solo buscar aprenderlas sin más.,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
829,La libertad nace del entendimiento.,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
830,Lo más importante es la educación que nos libera,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
831,el conocimiento y el entendimiento son herramientas de la libertad que ayudan a tomar decisiones,5,4.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
832,Hay que tener conocimientos previos para hacer opiniones,5,2.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
833,Lo mas importante es comprender todo lo que aprendamos,5,3.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
834,El conocimiento te hace libre,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
835,Un ser humano comprensible con los csmvios del mundo sabrá cómo moverse ante el,5,2.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
836,El conocimiento nos hace libres.,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
837,"Entender es interpretar lo aprendido, se es libre entendiendo porque interpretar depende de cada persona individualmente",5,4.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
838,El ser humano es libre por entender,5,4.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
839,Al entender las cosas se pueden tomar buenas decisiones,5,3.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
840,La libertad es lo más importante,5,1.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
841,Un hombre que sabe pensar es imparable.,5,2.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
842,solo es libre aquel que comprende su alrededor,5,3.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
843,Una vez que se aprendan las cosas se entiendien y se podrian enseñar.,5,2.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
844,Cada persona entiende las cosas a su manera,5,2.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
845,El conocimiento se hace libre,5,3.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
846,La mayor riqueza para el hombre es aprender para liberar el alma,5,3.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
847,El conocimiento nos hace libre.,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
848,Aprender es sinónimo de libertad,5,3.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
849,La ignorancia somete.,5,1.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
850,La capacidad de discernir nos libera de las dudas constantes.,5,2.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
851,El entendimiento te hará una persona libre.,5,4.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
852,aprender no es lo mismo que entender,5,3.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
853,Todo lo que aprendamos y entendamos en nuestra vida nos da el derecho de expresarnos de la manera que queramos,5,2.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
854,Que el conocimiento nos hace personas son gran libertad mental,5,3.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
855,El conocimiento es la llave,5,3.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
856,Las personas deben  aprenden para ser libres.,5,3.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
857,Que el conocimiento es poder,5,3.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
858,Entender es sinónimo de libertad,5,4.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
859,El saber nos libra de la ignorancia,5,3.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
860,El conocimiento no es nada sin el entendimiento,5,3.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
861,El saber cómo funciona tu entorno ayuda en cómo te desenvuelves en él.,5,2.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
862,La comprensión te lleva a la liberación.,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
863,Independencia,5,1.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
864,El entender las cosas a través del aprendizaje es un arma vital para tener una visión crítica de tal cosa.,5,3.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
865,Si entiendes algo mas opciones podrás ver para lograr eso que quieres.,5,2.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
866,"la capacidad de llevar a cabo situaciones en la vida sin tener que acudir a ayuda de alguien más, nos brinda el sentimiento de libertad.",5,3.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
867,El conocimiento te libera,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
868,"Si entiendes, no dependes de los conocimientos de otras personas.",5,3.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
869,La libertad se logra a partir del uso y entendimiento de nuestro alrededor.,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
870,Las cosas se pueden entender de muchas maneras,5,1.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
871,Tener nuevos conocimientos te aleja de la exclavitud de la ignorancia.,5,3.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
872,El conocimiento nos hace libres porque nos desata de la ignorancia.,5,3.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
873,"El entendimiento es diferente para cada persona, por eso es libertad",5,3.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
874,Al aprender a entender podemos tener cualquier cosa,5,3.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
875,La libertad no es solo hacer lo que le plazca sino aprender para entender.,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
876,Al aprender a entender se es libre aprender,5,4.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
877,"Las personas que se instruyen son libres de aquellas que quieran someterlas bajo engaños, tal como como pasa en Colombia col los políticos.",5,2.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
878,El conocimiento da libertad,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
879,Salir de la ignorancia,5,2.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
880,El entendimiento nos libera de la ignorancia,5,3.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
881,Eres libre si aprendes a entender.,5,4.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
882,"Es necesario la comprension del entorno, para un mejor aprovechamiento de este.",5,3.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
883,Todo el que entiende o aprende y llega al conocimiento será libre de ignorancia,5,3.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
884,Somos capaces de formarnos para el dia a día siendo libres con nuestro conocimiento,5,3.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
885,Buscar o generar conocimiento es la manera mas viable paran que una persona logre ser libre al dar su opinión sobre cada experiencia vivida o por vivir.,5,3.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
886,El aprendizaje puede liberarnos.,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
887,La ignorancia es esclavitud.,5,2.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
888,La libertad empieza en la mente.,5,2.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
889,"Cuando alguien tiene conocimientos no es fácil de engañar, y la verdad es igual a libertad.",5,2.5,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
890,Aprender a entender no hará libres. Un verdadero aprendizaje nos convertirá en seres libres.,5,4.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
891,La educación libera,5,4.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
892,La capacidad de entender es nos asegura la emancipación.,5,4.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
893,Se debe aprender por gusto y no por coacción.,5,1.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
894,El aprender para entender el mundo nos hace libres. Esta libertad puede hacer referencia a la salida de la ignorancia.,5,4.5,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
895,"El conocimiento siempre es tener ideas claras sobre algún tema, por lo que, si no tenemos claridad en el tema, es fácil que alguien más nos influencie y nos haga pensar lo que quiera.",5,3.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
896,"El entendimiento le permite a uno adquirir más conocimiento y, con este, ampliar los límites de su mundo. ",5,3.0,1.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
897,Una persona ilustrada está más cerca de la iluminación.,5,2.0,0.0,"La actividad más importante que un ser humano puede lograr es aprender para entender, porque entender es ser libre. Del texto se infiere que",Vale la pena ser humano para aprender a entender.
898,No podemos cegarnos y creer que no hay nada más a lo que nosotros vemos y sabemos,6,3.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
899,"La ignorancia no es desconocer algo, es negarse a aprender de lo que no se sabe. ",6,4.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
900,"Se debe aprender u opinar sobre todos los temas, incluso para saber luego, di no sabes desde un principio",6,1.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
901,El mas ignorante es aquel que no quiere aprender,6,4.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
902,Debemos estar abiertos a todo tipo de conocimiento,6,3.0,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
903,"Si no sabes nada acerca de algo, escucha y cuestiona lo para determinar si es veraz o no. ",6,3.0,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
904,"Nunca se es totalmente experto en algo, siempre hay algo nuevo que aprender",6,3.0,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
905,La falta de conocimiento te hace preso del progreso,6,2.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
906,No permitirse conocer nuevas cosas,6,3.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
907,Hay que valorar todo el conocimiento,6,3.0,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
908,Hay que estar abierto a cosas nuevas. Siempre se puede aprender algo nuevo,6,3.0,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
909,"si rechazo algo de lo cual no se me vuelvo mas ignorante, en cambio si invesitigo sobre ese tema dejaré de ser lo.",6,3.5,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
910,Debemos abrirnos a aprender sobre lo que no sabemos,6,4.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
911,"Debemos darnos la oportunidad de conocer nuevas cosas, para a partir de eso poder dar una opinión sobre estas.",6,3.5,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
912,"Negarnos a aprender, es caer en la ignorancia ",6,5.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
913,La cúspide de la ignorancia es aparentar no serlo.,6,3.5,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
914,No se debe juzgar algo sin probarlo.,6,2.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
915,"Para poder decidir si rechazar o aceptar algo, es necesario primero conocerlo y analizarlo",6,2.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
916,La ignorancia más grande es cuando elegimos no aprender.,6,5.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
917,"Evitar conocer algo de lo que no sabías, es mantenerse en la ignorancia.",6,4.5,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
918,"El peor tipo de ignorancia, es elegir ser ignorante.",6,4.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
919,es ignorancia rechazar cosas fuera de nuestro entendimiento,6,4.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
920,No debes cerrarte a lo que no conoces,6,3.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
921,No hay nada peor que no saber algo y negarse a aprenderlo.,6,4.5,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
922,"Si rechazamos algo que no conocemos, nos estamos perdiendo de la oportunidad de aprender sobre nuevas cosas",6,3.5,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
923,"Cuando se rechaza conocimiento sobre un tema no puedes agregar conocimiento, por ende es el nivel mas alto de ignorancia",6,4.5,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
924,"Al negarte la oportunidad de saber algo que no sabes, demuestras tu nivel más grande de ignorancia.",6,5.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
925,Es imprudente no escuchar opiniones diferentes a la tuya,6,2.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
